rent_type,date,start_date,end_date,community,property,property_type,unit,bedrooms,floor,primary_view,secondary_view,parking,balcony_area,size_sqf,land_size,annual_rent_aed
New,2017-11-29T00:00:00,2017-11-28T00:00:00,2018-11-27T00:00:00,Palm Jumeirah,Palm Views West,Residential,116,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-11-28T00:00:00,2017-10-14T00:00:00,2018-10-13T00:00:00,Palm Jumeirah,Palm Views West,Residential,120,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,85000.0
New,2017-11-27T00:00:00,2017-11-25T00:00:00,2018-11-24T00:00:00,Palm Jumeirah,Palm Views East,Residential,411,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,80000.0
New,2017-11-26T00:00:00,2017-11-25T00:00:00,2018-11-24T00:00:00,Palm Jumeirah,Palm Views West,Residential,412,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,70000.0
New,2017-11-26T00:00:00,2017-11-25T00:00:00,2018-11-24T00:00:00,Palm Jumeirah,Palm Views East,Residential,205,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,70000.0
New,2017-11-23T00:00:00,2017-11-01T00:00:00,2018-10-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,202,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,70000.0
New,2017-11-22T00:00:00,2017-09-18T00:00:00,2018-09-17T00:00:00,Palm Jumeirah,Palm Views East,Residential,116,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-11-15T00:00:00,2017-11-14T00:00:00,2018-11-13T00:00:00,Palm Jumeirah,Palm Views West,Residential,105,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,63000.0
New,2017-11-13T00:00:00,2017-11-16T00:00:00,2018-11-15T00:00:00,Palm Jumeirah,Azure Residences,Residential,115,1 B/R,1,Sea View,-,,524.74,1386.5,,140000.0
New,2017-11-13T00:00:00,2017-11-07T00:00:00,2018-02-03T00:00:00,Palm Jumeirah,Palm Views East,Residential,103,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.1,,84000.0
New,2017-11-09T00:00:00,2017-11-12T00:00:00,2018-11-11T00:00:00,Palm Jumeirah,Palm Views West,Residential,316,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,60000.0
New,2017-11-05T00:00:00,2017-02-25T00:00:00,2018-02-24T00:00:00,Palm Jumeirah,Palm Views East,Residential,304,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-11-04T00:00:00,2017-11-05T00:00:00,2018-11-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,808,2 B/R,8,Sea View,-,,571.02,2012.85,,223834.0
New,2017-11-01T00:00:00,2017-11-05T00:00:00,2018-11-04T00:00:00,Palm Jumeirah,Palm Views West,Residential,317,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,60000.0
New,2017-10-31T00:00:00,2017-11-01T00:00:00,2018-10-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,307,1 B/R,3,Sea View,-,,281.05,1140.97,,140000.0
New,2017-10-29T00:00:00,2017-10-05T00:00:00,2018-10-04T00:00:00,Palm Jumeirah,Azure Residences,Residential,316,1 B/R,3,Sea View,-,,281.05,1140.97,,135000.0
New,2017-10-26T00:00:00,2017-10-27T00:00:00,2018-10-26T00:00:00,Palm Jumeirah,Palm Views East,Residential,420,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,75000.0
New,2017-10-24T00:00:00,2017-10-01T00:00:00,2018-09-30T00:00:00,Palm Jumeirah,Palm Views West,Residential,218,0 B/R,2,Sea View,Palm Jumeirah,,129.17,545.19,,75000.0
New,2017-10-23T00:00:00,2017-10-23T00:00:00,2018-10-22T00:00:00,Palm Jumeirah,Palm Views East,Residential,419,0 B/R,4,Sea View,Palm Jumeirah,,87.19,505.9,,75000.0
New,2017-10-23T00:00:00,2017-11-01T00:00:00,2018-10-31T00:00:00,Palm Jumeirah,Palm Views East,Residential,307,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.1,,80000.0
New,2017-10-22T00:00:00,2017-10-19T00:00:00,2018-10-18T00:00:00,Palm Jumeirah,Palm Views West,Residential,205,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-10-19T00:00:00,2017-10-28T00:00:00,2018-10-27T00:00:00,Palm Jumeirah,Palm Views West,Residential,307,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.1,,80000.0
New,2017-10-19T00:00:00,2017-09-22T00:00:00,2018-09-21T00:00:00,Palm Jumeirah,Palm Views West,Residential,123,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,78750.0
New,2017-10-18T00:00:00,2017-09-05T00:00:00,2017-12-22T00:00:00,Palm Jumeirah,Palm Views East,Residential,321,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,67027.03
New,2017-10-17T00:00:00,2017-10-19T00:00:00,2018-10-18T00:00:00,Palm Jumeirah,Palm Views East,Residential,313,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-10-16T00:00:00,2017-10-15T00:00:00,2018-10-14T00:00:00,Palm Jumeirah,Palm Views East,Residential,104,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,20000.0
New,2017-10-12T00:00:00,2017-10-10T00:00:00,2018-10-09T00:00:00,Palm Jumeirah,Palm Views East,Residential,117,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-10-11T00:00:00,2017-01-22T00:00:00,2018-01-21T00:00:00,Palm Jumeirah,Palm Views East,Residential,405,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,78000.0
New,2017-10-10T00:00:00,2017-04-06T00:00:00,2018-04-05T00:00:00,Palm Jumeirah,Palm Views West,Residential,221,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-10-10T00:00:00,2017-03-18T00:00:00,2018-03-17T00:00:00,Palm Jumeirah,Palm Views West,Residential,214,0 B/R,2,Sea View,Palm Jumeirah,,129.17,545.19,,80000.0
New,2017-10-10T00:00:00,2017-10-05T00:00:00,2018-10-04T00:00:00,Palm Jumeirah,Palm Views East,Residential,311,0 B/R,3,Sea View,Palm Jumeirah,,129.17,545.95,,75000.0
New,2017-10-08T00:00:00,2017-10-05T00:00:00,2018-10-04T00:00:00,Palm Jumeirah,Palm Views East,Residential,324,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,90000.0
New,2017-10-02T00:00:00,2017-08-17T00:00:00,2018-02-16T00:00:00,Palm Jumeirah,Azure Residences,Residential,108,2 B/R,1,Sea View,-,,817.2,2262.14,,200000.0
New,2017-10-02T00:00:00,2017-10-04T00:00:00,2018-10-03T00:00:00,Palm Jumeirah,Palm Views West,Residential,407,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.04,,65000.0
New,2017-10-01T00:00:00,2017-10-01T00:00:00,2018-09-30T00:00:00,Palm Jumeirah,Palm Views East,Residential,206,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,79000.0
New,2017-09-27T00:00:00,2017-09-25T00:00:00,2018-09-24T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,124,0 B/R,1,Beach View,Sea View,,170.39,602.78,,82500.0
New,2017-09-27T00:00:00,2017-02-20T00:00:00,2018-02-19T00:00:00,Palm Jumeirah,Palm Views East,Residential,312,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-09-26T00:00:00,2017-09-15T00:00:00,2018-09-14T00:00:00,Palm Jumeirah,Azure Residences,Residential,508,2 B/R,5,Sea View,-,,571.02,2012.85,,220000.0
New,2017-09-26T00:00:00,2017-08-01T00:00:00,2018-07-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,402,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,85000.0
New,2017-09-25T00:00:00,2017-09-24T00:00:00,2018-09-23T00:00:00,Palm Jumeirah,Palm Views West,Residential,223,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,70000.0
New,2017-09-24T00:00:00,2017-09-20T00:00:00,2018-09-19T00:00:00,Palm Jumeirah,Azure Residences,Residential,216,1 B/R,2,Sea View,-,,281.05,1140.97,,130000.0
New,2017-09-20T00:00:00,2017-05-01T00:00:00,2018-04-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,103,1 B/R,1,Sea View,-,,526.35,1388.11,,130000.0
New,2017-09-20T00:00:00,2017-04-28T00:00:00,2018-04-27T00:00:00,Palm Jumeirah,Azure Residences,Residential,104,1 B/R,1,Sea View,-,,526.35,1388.11,,126250.0
New,2017-09-17T00:00:00,2017-10-14T00:00:00,2018-01-13T00:00:00,Palm Jumeirah,Palm Views West,Residential,322,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,85000.0
New,2017-09-07T00:00:00,2017-09-06T00:00:00,2018-09-05T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,131,0 B/R,1,Beach View,Sea View,,170.39,602.78,,95000.0
New,2017-09-06T00:00:00,2017-09-02T00:00:00,2018-09-01T00:00:00,Palm Jumeirah,Azure Residences,Residential,815,1 B/R,8,Sea View,-,,281.05,1140.97,,130000.0
New,2017-09-05T00:00:00,2017-07-25T00:00:00,2018-07-24T00:00:00,Palm Jumeirah,Palm Views West,Residential,210,0 B/R,2,Sea View,Palm Jumeirah,,130.78,548.96,,75000.0
New,2017-08-30T00:00:00,2017-08-19T00:00:00,2018-08-18T00:00:00,Palm Jumeirah,Palm Views West,Residential,209,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,78000.0
New,2017-08-29T00:00:00,2017-09-01T00:00:00,2018-08-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,321,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-08-26T00:00:00,2017-06-25T00:00:00,2017-12-24T00:00:00,Palm Jumeirah,Palm Views East,Residential,418,0 B/R,4,Sea View,Palm Jumeirah,,86.11,503.75,,90000.0
New,2017-08-23T00:00:00,2017-08-26T00:00:00,2018-08-25T00:00:00,Palm Jumeirah,Palm Views East,Residential,406,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,74000.0
New,2017-08-20T00:00:00,2017-08-17T00:00:00,2018-08-16T00:00:00,Palm Jumeirah,Palm Views West,Residential,208,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,79250.0
New,2017-08-08T00:00:00,2017-08-09T00:00:00,2018-08-08T00:00:00,Palm Jumeirah,Palm Views West,Residential,410,0 B/R,4,Sea View,Palm Jumeirah,,87.19,505.9,,72000.0
New,2017-08-08T00:00:00,2017-08-09T00:00:00,2018-08-08T00:00:00,Palm Jumeirah,Azure Residences,Residential,109,1 B/R,1,Sea View,-,,534.64,1404.04,,140000.0
New,2017-08-07T00:00:00,2017-07-04T00:00:00,2018-07-03T00:00:00,Palm Jumeirah,Palm Views East,Residential,320,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.1,,85000.0
New,2017-08-06T00:00:00,2017-06-23T00:00:00,2018-06-22T00:00:00,Palm Jumeirah,Palm Views East,Residential,407,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,80000.0
New,2017-08-06T00:00:00,2017-05-01T00:00:00,2018-05-01T00:00:00,Palm Jumeirah,Azure Residences,Residential,202,1 B/R,2,Sea View,-,,280.94,1140.97,,99732.0
New,2017-08-03T00:00:00,2017-08-01T00:00:00,2018-07-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,207,1 B/R,2,Sea View,-,,280.94,1140.97,,145000.0
New,2017-08-02T00:00:00,2017-06-15T00:00:00,2018-06-14T00:00:00,Palm Jumeirah,Palm Views West,Residential,314,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-08-02T00:00:00,2017-07-15T00:00:00,2018-07-14T00:00:00,Palm Jumeirah,Azure Residences,Residential,111,1 B/R,1,Sea View,-,,524.63,1386.39,,130000.0
New,2017-08-02T00:00:00,2017-08-10T00:00:00,2018-08-09T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,108,0 B/R,1,Beach View,Sea View,,170.39,602.78,,90000.0
New,2017-08-01T00:00:00,2017-08-01T00:00:00,2018-07-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,206,1 B/R,2,Sea View,-,,280.94,1140.97,,137500.0
New,2017-08-01T00:00:00,2017-03-21T00:00:00,2018-03-20T00:00:00,Palm Jumeirah,Azure Residences,Residential,704,1 B/R,7,Sea View,-,,281.05,1140.97,,130000.0
New,2017-08-01T00:00:00,2017-08-10T00:00:00,2018-08-09T00:00:00,Palm Jumeirah,Palm Views West,Residential,111,0 B/R,1,Sea View,Palm Jumeirah,,129.17,538.2,,60000.0
New,2017-07-24T00:00:00,2017-09-01T00:00:00,2018-08-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,207,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-07-23T00:00:00,2017-04-28T00:00:00,2018-04-27T00:00:00,Palm Jumeirah,Palm Views East,Residential,111,0 B/R,1,Sea View,Palm Jumeirah,,129.17,538.2,,76000.0
New,2017-07-20T00:00:00,2017-05-11T00:00:00,2018-03-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,110,1 B/R,1,Sea View,-,,524.74,1386.39,,151722.05
New,2017-07-19T00:00:00,2017-02-21T00:00:00,2018-02-20T00:00:00,Palm Jumeirah,Palm Views West,Residential,312,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-07-18T00:00:00,2017-07-20T00:00:00,2018-07-19T00:00:00,Palm Jumeirah,Palm Views East,Residential,210,0 B/R,2,Sea View,Palm Jumeirah,,130.78,548.96,,60000.0
New,2017-07-18T00:00:00,2017-08-22T00:00:00,2018-08-21T00:00:00,Palm Jumeirah,Palm Views West,Residential,216,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-07-17T00:00:00,2017-04-11T00:00:00,2018-04-10T00:00:00,Palm Jumeirah,Palm Views East,Residential,115,0 B/R,1,Sea View,Palm Jumeirah,,129.17,538.2,,80000.0
New,2017-07-13T00:00:00,2017-07-08T00:00:00,2018-07-07T00:00:00,Palm Jumeirah,Azure Residences,Residential,503,1 B/R,5,Sea View,-,,281.05,1140.97,,145000.0
New,2017-07-11T00:00:00,2017-07-09T00:00:00,2018-07-08T00:00:00,Palm Jumeirah,Azure Residences,Residential,203,1 B/R,2,Sea View,-,,280.94,1142.7,,120000.0
New,2017-07-06T00:00:00,2017-07-04T00:00:00,2018-07-03T00:00:00,Palm Jumeirah,Palm Views East,Residential,222,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-07-02T00:00:00,2017-05-16T00:00:00,2018-05-15T00:00:00,Palm Jumeirah,Palm Views West,Residential,117,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,82500.0
New,2017-07-02T00:00:00,2017-04-09T00:00:00,2018-04-08T00:00:00,Palm Jumeirah,Palm Views East,Residential,316,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-06-28T00:00:00,2017-06-27T00:00:00,2018-06-26T00:00:00,Palm Jumeirah,Azure Residences,Residential,605,1 B/R,6,Sea View,-,,281.05,1140.97,,135000.0
New,2017-06-28T00:00:00,2017-06-18T00:00:00,2018-06-17T00:00:00,Palm Jumeirah,Azure Residences,Residential,106,1 B/R,1,Sea View,-,,526.35,1388.11,,140000.0
New,2017-06-28T00:00:00,2017-03-08T00:00:00,2018-03-07T00:00:00,Palm Jumeirah,Palm Views East,Residential,424,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,80000.0
New,2017-06-27T00:00:00,2017-07-05T00:00:00,2018-07-04T00:00:00,Palm Jumeirah,Azure Residences,Residential,205,1 B/R,2,Sea View,-,,280.94,1142.7,,125000.0
New,2017-06-18T00:00:00,2017-06-17T00:00:00,2018-06-16T00:00:00,Palm Jumeirah,Palm Views East,Residential,409,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,76000.0
New,2017-06-07T00:00:00,2017-04-10T00:00:00,2018-04-09T00:00:00,Palm Jumeirah,Azure Residences,Residential,905,1 B/R,9,Sea View,-,,281.05,1140.97,,135000.0
New,2017-06-04T00:00:00,2017-06-10T00:00:00,2018-06-09T00:00:00,Palm Jumeirah,Azure Residences,Residential,716,1 B/R,7,Sea View,-,,281.05,1140.97,,135000.0
New,2017-06-01T00:00:00,2017-04-28T00:00:00,2018-04-27T00:00:00,Palm Jumeirah,Palm Views East,Residential,322,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,85000.0
New,2017-05-31T00:00:00,2017-05-01T00:00:00,2018-04-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,708,2 B/R,7,Sea View,-,,571.02,2012.85,,170000.0
New,2017-05-30T00:00:00,2017-05-30T00:00:00,2018-05-29T00:00:00,Palm Jumeirah,Azure Residences,Residential,113,1 B/R,1,Sea View,-,,524.74,1386.5,,137000.0
New,2017-05-28T00:00:00,2017-05-28T00:00:00,2018-05-27T00:00:00,Palm Jumeirah,Azure Residences,Residential,112,1 B/R,1,Sea View,-,,524.63,1386.39,,140000.0
New,2017-05-28T00:00:00,2017-05-28T00:00:00,2018-05-27T00:00:00,Palm Jumeirah,Azure Residences,Residential,105,1 B/R,1,Sea View,-,,526.35,1388.11,,145000.0
New,2017-05-25T00:00:00,2017-04-19T00:00:00,2018-04-18T00:00:00,Palm Jumeirah,Palm Views West,Residential,315,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,90000.0
New,2017-05-24T00:00:00,2017-03-01T00:00:00,2018-03-28T00:00:00,Palm Jumeirah,Palm Views East,Residential,317,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,74400.0
New,2017-05-23T00:00:00,2017-05-10T00:00:00,2018-05-09T00:00:00,Palm Jumeirah,Azure Residences,Residential,602,1 B/R,6,Sea View,-,,281.05,1140.97,,130000.0
New,2017-05-23T00:00:00,2017-03-18T00:00:00,2018-03-17T00:00:00,Palm Jumeirah,Azure Residences,Residential,215,1 B/R,2,Sea View,-,,281.05,1140.97,,115000.0
New,2017-05-18T00:00:00,2017-04-01T00:00:00,2018-03-31T00:00:00,Palm Jumeirah,Palm Views East,Residential,202,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-05-18T00:00:00,2017-05-17T00:00:00,2018-05-16T00:00:00,Palm Jumeirah,Azure Residences,Residential,1002,1 B/R,10,Sea View,-,,281.05,1140.97,,140000.0
New,2017-05-13T00:00:00,2017-05-01T00:00:00,2018-04-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,505,1 B/R,5,Sea View,-,,281.05,1140.97,,131000.0
New,2017-05-11T00:00:00,2017-05-01T00:00:00,2018-04-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,1017,2 B/R,10,Sea View,-,,571.13,2023.61,,170000.0
New,2017-05-08T00:00:00,2017-05-01T00:00:00,2018-04-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,408,2 B/R,4,Sea View,-,,571.02,2012.85,,230000.0
New,2017-05-08T00:00:00,2017-04-17T00:00:00,2018-04-16T00:00:00,Palm Jumeirah,Palm Views East,Residential,120,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,85000.0
New,2017-05-04T00:00:00,2017-05-10T00:00:00,2018-05-09T00:00:00,Palm Jumeirah,Palm Views East,Residential,219,0 B/R,2,Sea View,Palm Jumeirah,,130.78,548.96,,81000.0
New,2017-05-03T00:00:00,2017-05-04T00:00:00,2018-05-03T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,103,0 B/R,1,Beach View,Sea View,,170.39,606.87,,98000.0
New,2017-05-03T00:00:00,2017-04-30T00:00:00,2018-04-29T00:00:00,Palm Jumeirah,Azure Residences,Residential,502,1 B/R,5,Sea View,-,,281.05,1140.97,,130000.0
New,2017-05-02T00:00:00,2017-02-15T00:00:00,2018-02-14T00:00:00,Palm Jumeirah,Azure Residences,Residential,902,1 B/R,9,Sea View,-,,281.05,1140.97,,130000.0
New,2017-04-27T00:00:00,2017-04-03T00:00:00,2018-04-02T00:00:00,Palm Jumeirah,Palm Views West,Residential,419,0 B/R,4,Sea View,Palm Jumeirah,,87.19,505.9,,85000.0
New,2017-04-26T00:00:00,2017-04-16T00:00:00,2018-04-15T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,128,0 B/R,1,Beach View,Sea View,,170.39,602.78,,100000.0
New,2017-04-26T00:00:00,2017-04-26T00:00:00,2018-04-25T00:00:00,Palm Jumeirah,Palm Views East,Residential,223,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-04-26T00:00:00,2017-04-23T00:00:00,2018-04-22T00:00:00,Palm Jumeirah,Azure Residences,Residential,1001,2 B/R,10,Sea View,-,,571.02,2012.85,,180000.0
New,2017-04-25T00:00:00,2017-01-15T00:00:00,2018-01-15T00:00:00,Palm Jumeirah,Palm Views East,Residential,218,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,74799.0
New,2017-04-20T00:00:00,2017-01-29T00:00:00,2018-01-28T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,112,0 B/R,1,Beach View,Sea View,,170.39,602.78,,100000.0
New,2017-04-19T00:00:00,2017-04-01T00:00:00,2018-03-31T00:00:00,Palm Jumeirah,Palm Views East,Residential,108,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,77000.0
New,2017-04-18T00:00:00,2017-04-20T00:00:00,2018-04-19T00:00:00,Palm Jumeirah,Azure Residences,Residential,1007,1 B/R,10,Sea View,-,,281.05,1140.97,,140000.0
New,2017-04-17T00:00:00,2017-04-22T00:00:00,2018-04-21T00:00:00,Palm Jumeirah,Palm Views West,Residential,217,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-04-11T00:00:00,2017-01-01T00:00:00,2017-12-30T00:00:00,Palm Jumeirah,Azure Residences,Residential,101,2 B/R,1,Sea View,-,,817.2,2260.42,,190512.0
New,2017-04-11T00:00:00,2017-04-10T00:00:00,2018-04-09T00:00:00,Palm Jumeirah,Azure Residences,Residential,402,1 B/R,4,Sea View,-,,281.05,1140.97,,130000.0
New,2017-04-05T00:00:00,2017-03-10T00:00:00,2018-03-09T00:00:00,Palm Jumeirah,Palm Views East,Residential,121,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,73500.0
New,2017-04-03T00:00:00,2017-04-01T00:00:00,2018-03-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,308,0 B/R,3,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-04-02T00:00:00,2017-04-06T00:00:00,2018-04-05T00:00:00,Palm Jumeirah,Palm Views East,Residential,109,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-03-30T00:00:00,2017-04-16T00:00:00,2018-04-15T00:00:00,Palm Jumeirah,Azure Residences,Residential,601,2 B/R,6,Sea View,-,,571.13,2012.85,,182500.0
New,2017-03-29T00:00:00,2017-03-19T00:00:00,2018-03-18T00:00:00,Palm Jumeirah,Palm Views East,Residential,410,0 B/R,4,Sea View,Palm Jumeirah,,87.19,505.9,,75000.0
New,2017-03-26T00:00:00,2017-01-24T00:00:00,2018-01-23T00:00:00,Palm Jumeirah,Azure Residences,Residential,405,1 B/R,4,Sea View,-,,281.05,1140.97,,145000.0
New,2017-03-26T00:00:00,2017-04-01T00:00:00,2018-03-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,805,1 B/R,8,Sea View,-,,281.05,1140.97,,125000.0
New,2017-03-23T00:00:00,2017-03-20T00:00:00,2018-03-19T00:00:00,Palm Jumeirah,Club Vista Mare,Residential,122,0 B/R,1,Beach View,Sea View,,170.39,602.78,,80000.0
New,2017-03-23T00:00:00,2017-03-12T00:00:00,2018-03-11T00:00:00,Palm Jumeirah,Azure Residences,Residential,604,1 B/R,6,Sea View,-,,281.05,1140.97,,130000.0
New,2017-03-21T00:00:00,2017-02-18T00:00:00,2018-02-17T00:00:00,Palm Jumeirah,Azure Residences,Residential,606,1 B/R,6,Sea View,-,,281.05,1140.97,,180000.0
New,2017-03-20T00:00:00,2017-04-04T00:00:00,2018-04-03T00:00:00,Palm Jumeirah,Azure Residences,Residential,303,1 B/R,3,Sea View,-,,281.05,1140.97,,125000.0
New,2017-03-19T00:00:00,2017-03-07T00:00:00,2018-03-06T00:00:00,Palm Jumeirah,Palm Views East,Residential,216,0 B/R,2,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-03-15T00:00:00,2017-03-10T00:00:00,2018-03-09T00:00:00,Palm Jumeirah,Azure Residences,Residential,801,2 B/R,8,Sea View,-,,571.02,2012.85,,190000.0
New,2017-03-15T00:00:00,2017-01-01T00:00:00,2017-12-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,413,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,96000.0
New,2017-03-14T00:00:00,2017-02-10T00:00:00,2018-02-09T00:00:00,Palm Jumeirah,Palm Views East,Residential,113,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,80000.0
New,2017-03-12T00:00:00,2017-03-03T00:00:00,2018-03-02T00:00:00,Palm Jumeirah,Palm Views West,Residential,114,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,75000.0
New,2017-03-12T00:00:00,2017-01-20T00:00:00,2018-01-19T00:00:00,Palm Jumeirah,Palm Views East,Residential,123,0 B/R,1,Sea View,Palm Jumeirah,,129.17,548.96,,85000.0
New,2017-03-09T00:00:00,2017-03-02T00:00:00,2018-03-01T00:00:00,Palm Jumeirah,Palm Views West,Residential,115,0 B/R,1,Sea View,Palm Jumeirah,,129.17,538.2,,80000.0
New,2017-03-06T00:00:00,2017-02-21T00:00:00,2018-02-20T00:00:00,Palm Jumeirah,Azure Residences,Residential,903,1 B/R,9,Sea View,-,,281.05,1140.97,,125000.0
New,2017-02-23T00:00:00,2017-02-18T00:00:00,2018-02-17T00:00:00,Palm Jumeirah,Azure Residences,Residential,305,1 B/R,3,Sea View,-,,281.05,1140.97,,130000.0
New,2017-02-12T00:00:00,2017-02-15T00:00:00,2018-02-14T00:00:00,Palm Jumeirah,Azure Residences,Residential,914,1 B/R,9,Sea View,-,,281.05,1142.8,,140000.0
New,2017-02-09T00:00:00,2017-02-01T00:00:00,2018-01-31T00:00:00,Palm Jumeirah,Palm Views West,Residential,414,0 B/R,4,Sea View,Palm Jumeirah,,86.11,505.9,,95000.0
New,2017-02-06T00:00:00,2017-02-01T00:00:00,2018-01-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,501,2 B/R,5,Sea View,-,,571.13,2012.85,,200000.0
New,2017-02-02T00:00:00,2017-02-01T00:00:00,2018-01-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,507,1 B/R,5,Sea View,-,,281.05,1140.97,,120000.0
New,2017-02-02T00:00:00,2017-03-01T00:00:00,2018-02-28T00:00:00,Palm Jumeirah,Azure Residences,Residential,706,1 B/R,7,Sea View,-,,281.05,1140.97,,135000.0
New,2017-02-02T00:00:00,2017-02-01T00:00:00,2018-01-31T00:00:00,Palm Jumeirah,Azure Residences,Residential,707,1 B/R,7,Sea View,-,,281.05,1140.97,,125000.0
New,2017-01-24T00:00:00,2017-01-15T00:00:00,2018-01-14T00:00:00,Palm Jumeirah,Azure Residences,Residential,701,2 B/R,7,Sea View,-,,571.02,2012.85,,195000.0
